Trade_No,Trade_Type,Date,TradeEntryTime,TradeEntryPrice,TradeExitTime,TradeExitPrice,NetTradePoints
760,Long,2022-03-04,3:16 PM,16535.35,9:18 AM,16282.6,-252.74999999999818
761,Short,2022-03-07,3:16 PM,16231.8,9:18 AM,15855.9,375.89999999999964
762,Long,2022-03-08,3:16 PM,15879.6,9:18 AM,15836.75,-42.850000000000364
763,Long,2022-03-09,3:16 PM,16009.45,9:18 AM,16061.6,52.149999999999636
764,Short,2022-03-10,3:16 PM,16345.5,9:18 AM,16650.9,-305.40000000000146
765,Long,2022-03-11,3:16 PM,16608.0,9:18 AM,16514.0,-94.0
766,Short,2022-03-14,3:16 PM,16624.8,9:18 AM,16687.1,-62.29999999999927
767,Long,2022-03-15,3:16 PM,16852.1,9:18 AM,16917.9,65.80000000000291
768,Long,2022-03-16,3:16 PM,16667.15,9:18 AM,16890.0,222.84999999999854
769,Long,2022-03-17,3:16 PM,16976.75,9:18 AM,17201.0,224.25
770,Short,2022-03-21,3:16 PM,17280.2,9:18 AM,17282.95,-2.75
771,Long,2022-03-22,3:16 PM,17126.35,9:18 AM,17111.85,-14.5
772,Long,2022-03-23,3:16 PM,17317.4,9:18 AM,17415.0,97.59999999999854
773,Short,2022-03-24,3:16 PM,17250.9,9:18 AM,17144.6,106.30000000000291
774,Short,2022-03-25,3:16 PM,17227.55,9:18 AM,17236.65,-9.100000000002183
775,Long,2022-03-28,3:16 PM,17143.6,9:18 AM,17148.65,5.05000000000291
776,Long,2022-03-29,3:16 PM,17222.45,9:18 AM,17264.55,42.099999999998545
777,Long,2022-03-30,3:16 PM,17320.85,9:18 AM,17414.05,93.20000000000073
778,Long,2022-03-31,3:16 PM,17496.1,9:18 AM,17538.75,42.650000000001455
779,Long,2022-04-01,3:16 PM,17463.45,9:18 AM,17449.4,-14.049999999999272
780,Long,2022-04-04,3:16 PM,17673.05,9:18 AM,17829.15,156.10000000000218
781,Long,2022-04-05,3:16 PM,18058.75,9:18 AM,18034.9,-23.849999999998545
782,Short,2022-04-06,3:16 PM,17952.95,9:18 AM,17862.8,90.15000000000146
783,Short,2022-04-07,3:16 PM,17805.05,9:18 AM,17733.6,71.45000000000073
784,Short,2022-04-08,3:16 PM,17632.3,9:18 AM,17688.2,-55.900000000001455
785,Short,2022-04-11,3:16 PM,17777.05,9:18 AM,17728.95,48.099999999998545
786,Short,2022-04-12,3:16 PM,17677.85,9:18 AM,17556.5,121.34999999999854
787,Short,2022-04-13,3:16 PM,17525.1,9:18 AM,17616.85,-91.75
788,Short,2022-04-18,3:16 PM,17466.15,9:18 AM,17193.95,272.2000000000007
789,Long,2022-04-19,3:16 PM,17195.25,9:18 AM,17219.4,24.150000000001455
790,Short,2022-04-20,3:16 PM,16964.75,9:18 AM,16985.1,-20.349999999998545
791,Short,2022-04-21,3:16 PM,17133.3,9:18 AM,17229.4,-96.10000000000218
792,Short,2022-04-22,3:16 PM,17389.85,9:18 AM,17206.5,183.34999999999854
793,Short,2022-04-25,3:16 PM,17168.8,9:18 AM,16957.95,210.84999999999854
794,Long,2022-04-26,3:16 PM,16946.25,9:18 AM,17135.4,189.15000000000146
795,Long,2022-04-27,3:16 PM,17220.05,9:18 AM,17074.55,-145.5
796,Short,2022-04-28,3:16 PM,17036.45,9:18 AM,17119.45,-83.0
797,Short,2022-04-29,3:16 PM,17226.5,9:18 AM,17311.85,-85.34999999999854
798,Short,2022-05-02,3:16 PM,17078.35,9:18 AM,16956.8,121.54999999999927
799,Long,2022-05-04,3:16 PM,17066.8,9:18 AM,17071.1,4.299999999999272
800,Long,2022-05-05,3:16 PM,16710.55,9:18 AM,16827.9,117.35000000000218
801,Short,2022-05-06,3:16 PM,16688.95,9:18 AM,16394.6,294.3500000000022
802,Long,2022-05-09,3:16 PM,16424.75,9:18 AM,16223.4,-201.35000000000036
803,Short,2022-05-10,3:16 PM,16308.35,9:18 AM,16331.45,-23.100000000000364
804,Short,2022-05-11,3:16 PM,16243.7,9:18 AM,16293.35,-49.649999999999636
805,Short,2022-05-12,3:16 PM,16161.4,9:18 AM,15948.75,212.64999999999964
806,Long,2022-05-13,3:16 PM,15817.35,9:18 AM,15962.25,144.89999999999964
807,Short,2022-05-16,3:16 PM,15764.75,9:18 AM,15785.45,-20.700000000000728
808,Short,2022-05-17,3:16 PM,15825.8,9:18 AM,15949.2,-123.40000000000146
809,Long,2022-05-18,3:16 PM,16260.95,9:18 AM,16348.45,87.5
810,Short,2022-05-19,3:16 PM,16235.1,9:18 AM,15961.6,273.5
811,Short,2022-05-20,3:16 PM,15797.15,9:18 AM,16047.05,-249.89999999999964
812,Long,2022-05-23,3:16 PM,16266.4,9:18 AM,16322.3,55.899999999999636
813,Short,2022-05-24,3:16 PM,16211.2,9:18 AM,16239.0,-27.799999999999272
814,Short,2022-05-25,3:16 PM,16117.6,9:18 AM,16199.15,-81.54999999999927
815,Short,2022-05-26,3:16 PM,16032.2,9:18 AM,16092.15,-59.94999999999891
816,Long,2022-05-27,3:16 PM,16176.2,9:18 AM,16283.95,107.75
817,Long,2022-05-30,3:16 PM,16350.05,9:18 AM,16538.45,188.40000000000146
818,Long,2022-05-31,3:16 PM,16656.1,9:18 AM,16568.65,-87.44999999999709
819,Short,2022-06-01,3:16 PM,16560.5,9:18 AM,16623.55,-63.04999999999927
820,Long,2022-06-02,3:16 PM,16528.0,9:18 AM,16459.7,-68.29999999999927
821,Long,2022-06-03,3:16 PM,16640.3,9:18 AM,16775.1,134.79999999999927
822,Short,2022-06-06,3:16 PM,16584.2,9:18 AM,16555.55,28.650000000001455
823,Short,2022-06-07,3:16 PM,16569.9,9:18 AM,16415.4,154.5
824,Long,2022-06-08,3:16 PM,16419.8,9:18 AM,16414.55,-5.25
825,Long,2022-06-09,3:16 PM,16363.45,9:18 AM,16268.15,-95.30000000000109
826,Long,2022-06-10,3:16 PM,16484.45,9:18 AM,16297.85,-186.60000000000036
827,Long,2022-06-13,3:16 PM,16204.7,9:18 AM,15835.1,-369.60000000000036
828,Long,2022-06-14,3:16 PM,15775.5,9:18 AM,15765.15,-10.350000000000364
829,Long,2022-06-15,3:16 PM,15728.1,9:18 AM,15707.95,-20.149999999999636
830,Short,2022-06-16,3:16 PM,15693.85,9:18 AM,15847.0,-153.14999999999964
831,Short,2022-06-17,3:16 PM,15360.85,9:18 AM,15255.15,105.70000000000073
832,Short,2022-06-20,3:16 PM,15257.0,9:18 AM,15317.9,-60.899999999999636
833,Long,2022-06-21,3:16 PM,15365.2,9:18 AM,15456.0,90.79999999999927
834,Short,2022-06-22,3:16 PM,15641.3,9:18 AM,15519.25,122.04999999999927
835,Short,2022-06-23,3:16 PM,15421.1,9:18 AM,15429.15,-8.049999999999272
836,Short,2022-06-24,3:16 PM,15565.3,9:18 AM,15722.3,-157.0
837,Long,2022-06-27,3:16 PM,15710.05,9:18 AM,15874.3,164.25
838,Short,2022-06-28,3:16 PM,15834.15,9:18 AM,15769.2,64.94999999999891
839,Long,2022-06-29,3:16 PM,15840.6,9:18 AM,15704.1,-136.5
840,Short,2022-06-30,3:16 PM,15794.5,9:18 AM,15838.4,-43.899999999999636
841,Short,2022-07-01,3:16 PM,15777.25,9:18 AM,15677.05,100.20000000000073
842,Long,2022-07-04,3:16 PM,15753.35,9:18 AM,15751.7,-1.6499999999996362
843,Long,2022-07-05,3:16 PM,15837.7,9:18 AM,15919.95,82.25
844,Short,2022-07-06,3:16 PM,15820.85,9:18 AM,15869.4,-48.54999999999927
845,Long,2022-07-07,3:16 PM,15998.05,9:18 AM,16122.55,124.5
846,Short,2022-07-08,3:16 PM,16127.9,9:18 AM,16213.35,-85.45000000000073
847,Long,2022-07-11,3:16 PM,16229.0,9:18 AM,16153.05,-75.95000000000073
848,Short,2022-07-12,3:16 PM,16221.25,9:18 AM,16115.05,106.20000000000073
849,Short,2022-07-13,3:16 PM,16055.55,9:18 AM,16130.2,-74.65000000000146
850,Short,2022-07-14,3:16 PM,15960.85,9:18 AM,16012.05,-51.19999999999891
851,Long,2022-07-15,3:16 PM,15941.55,9:18 AM,16022.25,80.70000000000073
852,Long,2022-07-18,3:16 PM,16060.3,9:18 AM,16175.6,115.30000000000109
853,Long,2022-07-19,3:16 PM,16271.4,9:18 AM,16237.2,-34.19999999999891
854,Long,2022-07-20,3:16 PM,16350.65,9:18 AM,16520.5,169.85000000000036
855,Short,2022-07-21,3:16 PM,16518.6,9:18 AM,16514.05,4.549999999999272
856,Long,2022-07-22,3:16 PM,16609.25,9:18 AM,16665.75,56.5
857,Long,2022-07-25,3:16 PM,16723.25,9:18 AM,16674.35,-48.900000000001455
858,Short,2022-07-26,3:16 PM,16634.4,9:18 AM,16569.0,65.40000000000146
859,Short,2022-07-27,3:16 PM,16483.8,9:18 AM,16510.1,-26.299999999999272
860,Long,2022-07-28,3:16 PM,16644.15,9:18 AM,16782.05,137.89999999999782
861,Long,2022-07-29,3:16 PM,16934.45,9:18 AM,17097.3,162.84999999999854
862,Long,2022-08-01,3:16 PM,17164.8,9:18 AM,17185.9,21.100000000002183
863,Long,2022-08-02,3:16 PM,17336.15,9:18 AM,17278.75,-57.400000000001455
864,Short,2022-08-03,3:16 PM,17363.6,9:18 AM,17372.45,-8.850000000002183
865,Long,2022-08-04,3:16 PM,17398.35,9:18 AM,17474.4,76.05000000000291
866,Long,2022-08-05,3:16 PM,17380.0,9:18 AM,17411.5,31.5
867,Long,2022-08-08,3:16 PM,17390.1,9:18 AM,17389.7,-0.3999999999978172
868,Long,2022-08-10,3:16 PM,17528.5,9:18 AM,17491.3,-37.20000000000073
869,Long,2022-08-11,3:16 PM,17537.9,9:18 AM,17690.55,152.64999999999782
870,Short,2022-08-12,3:16 PM,17654.35,9:18 AM,17653.8,0.5499999999992724
871,Long,2022-08-16,3:16 PM,17702.6,9:18 AM,17767.95,65.35000000000218
872,Long,2022-08-17,3:16 PM,17827.75,9:18 AM,17855.65,27.900000000001455
873,Short,2022-08-18,3:16 PM,17943.95,9:18 AM,17915.15,28.799999999999272
874,Long,2022-08-19,3:16 PM,17955.65,9:18 AM,17967.0,11.349999999998545
875,Short,2022-08-22,3:16 PM,17761.3,9:18 AM,17640.7,120.59999999999854
876,Short,2022-08-23,3:16 PM,17501.85,9:18 AM,17384.45,117.39999999999782
877,Long,2022-08-24,3:16 PM,17572.7,9:18 AM,17582.3,9.599999999998545
878,Long,2022-08-25,3:16 PM,17613.7,9:18 AM,17687.4,73.70000000000073
879,Short,2022-08-26,3:16 PM,17488.6,9:18 AM,17651.65,-163.0500000000029
880,Short,2022-08-29,3:16 PM,17581.35,9:18 AM,17178.85,402.5
881,Short,2022-08-30,3:16 PM,17303.45,9:18 AM,17442.35,-138.89999999999782
882,Long,2022-09-01,3:16 PM,17753.7,9:18 AM,17538.8,-214.90000000000146
883,Long,2022-09-02,3:16 PM,17548.85,9:18 AM,17624.9,76.05000000000291
884,Long,2022-09-05,3:16 PM,17553.15,9:18 AM,17596.65,43.5
885,Long,2022-09-06,3:16 PM,17667.05,9:18 AM,17743.75,76.70000000000073
886,Short,2022-09-07,3:16 PM,17656.75,9:18 AM,17545.5,111.25
887,Short,2022-09-08,3:16 PM,17618.25,9:18 AM,17747.0,-128.75
888,Long,2022-09-09,3:16 PM,17795.45,9:18 AM,17897.85,102.39999999999782
889,Short,2022-09-12,3:16 PM,17835.95,9:18 AM,17913.0,-77.04999999999927
890,Short,2022-09-13,3:16 PM,17931.65,9:18 AM,18024.7,-93.04999999999927
891,Short,2022-09-14,3:16 PM,18067.05,9:18 AM,17881.2,185.84999999999854
892,Short,2022-09-15,3:16 PM,17985.9,9:18 AM,18081.7,-95.79999999999927
893,Short,2022-09-16,3:16 PM,17869.55,9:18 AM,17737.1,132.45000000000073
894,Short,2022-09-19,3:16 PM,17533.95,9:18 AM,17537.4,-3.4500000000007276
895,Long,2022-09-20,3:16 PM,17617.9,9:18 AM,17789.05,171.14999999999782
896,Short,2022-09-21,3:16 PM,17804.4,9:18 AM,17793.2,11.200000000000728
897,Short,2022-09-22,3:16 PM,17718.8,9:18 AM,17591.35,127.45000000000073
898,Short,2022-09-23,3:16 PM,17631.15,9:18 AM,17560.55,70.60000000000218
899,Short,2022-09-26,3:16 PM,17324.45,9:18 AM,17110.6,213.85000000000218
900,Short,2022-09-27,3:16 PM,17019.25,9:18 AM,17089.3,-70.04999999999927
901,Long,2022-09-28,3:16 PM,17013.85,9:18 AM,16875.1,-138.75
902,Short,2022-09-29,3:16 PM,16860.8,9:18 AM,16991.95,-131.15000000000146
903,Short,2022-09-30,3:16 PM,16830.55,9:18 AM,16752.25,78.29999999999927
904,Short,2022-10-03,3:16 PM,17075.85,9:18 AM,17050.8,25.049999999999272
905,Long,2022-10-04,3:16 PM,16890.9,9:18 AM,17167.9,277.0
906,Long,2022-10-06,3:16 PM,17271.95,9:18 AM,17385.9,113.95000000000073
907,Short,2022-10-07,3:16 PM,17332.9,9:18 AM,17277.75,55.150000000001455
908,Short,2022-10-10,3:16 PM,17311.0,9:18 AM,17106.5,204.5
909,Long,2022-10-11,3:16 PM,17253.9,9:18 AM,17207.9,-46.0
910,Short,2022-10-12,3:16 PM,16977.75,9:18 AM,17016.4,-38.650000000001455
911,Long,2022-10-13,3:16 PM,17118.5,9:18 AM,17104.3,-14.200000000000728
912,Short,2022-10-14,3:16 PM,17018.2,9:18 AM,17318.45,-300.25
913,Short,2022-10-17,3:16 PM,17187.25,9:18 AM,17168.15,19.099999999998545
914,Short,2022-10-18,3:16 PM,17295.55,9:18 AM,17460.3,-164.75
915,Long,2022-10-19,3:16 PM,17484.85,9:18 AM,17544.95,60.10000000000218
916,Long,2022-10-20,3:16 PM,17506.55,9:18 AM,17434.9,-71.64999999999782
917,Long,2022-10-21,3:16 PM,17571.95,9:18 AM,17615.0,43.04999999999927
918,Short,2022-10-27,3:16 PM,17653.4,9:18 AM,17755.0,-101.59999999999854
919,Long,2022-10-28,3:16 PM,17739.2,9:18 AM,17780.5,41.29999999999927
920,Long,2022-10-31,3:16 PM,17792.1,9:18 AM,17932.25,140.15000000000146
921,Long,2022-11-01,3:16 PM,18016.05,9:18 AM,18108.0,91.95000000000073
922,Long,2022-11-02,3:16 PM,18150.15,9:18 AM,18124.25,-25.900000000001455
923,Long,2022-11-03,3:16 PM,18087.25,9:18 AM,18014.65,-72.59999999999854
924,Long,2022-11-04,3:16 PM,18048.1,9:18 AM,18100.4,52.30000000000291
925,Long,2022-11-07,3:16 PM,18122.05,9:18 AM,18225.35,103.29999999999927
926,Long,2022-11-09,3:16 PM,18202.95,9:18 AM,18259.7,56.75
927,Long,2022-11-10,3:16 PM,18168.65,9:18 AM,18055.1,-113.55000000000291
928,Long,2022-11-11,3:16 PM,18025.7,9:18 AM,18273.35,247.64999999999782
929,Long,2022-11-14,3:16 PM,18345.65,9:18 AM,18350.25,4.599999999998545
930,Short,2022-11-15,3:16 PM,18334.0,9:18 AM,18360.25,-26.25
931,Long,2022-11-16,3:16 PM,18408.05,9:18 AM,18378.5,-29.549999999999272
932,Long,2022-11-17,3:16 PM,18414.85,9:18 AM,18372.75,-42.099999999998545
933,Short,2022-11-18,3:16 PM,18321.75,9:18 AM,18367.55,-45.79999999999927
934,Long,2022-11-21,3:16 PM,18324.35,9:18 AM,18211.65,-112.69999999999709
935,Long,2022-11-22,3:16 PM,18170.05,9:18 AM,18160.2,-9.849999999998545
936,Long,2022-11-23,3:16 PM,18249.2,9:18 AM,18294.8,45.599999999998545
937,Short,2022-11-24,3:16 PM,18261.2,9:18 AM,18304.7,-43.5
938,Long,2022-11-25,3:16 PM,18484.4,9:18 AM,18467.1,-17.30000000000291
939,Long,2022-11-28,3:16 PM,18518.35,9:18 AM,18487.65,-30.69999999999709
940,Short,2022-11-29,3:16 PM,18566.1,9:18 AM,18594.9,-28.80000000000291
941,Short,2022-11-30,3:16 PM,18616.8,9:18 AM,18670.2,-53.400000000001455
942,Long,2022-12-01,3:16 PM,18769.8,9:18 AM,18858.9,89.10000000000218
943,Short,2022-12-02,3:16 PM,18807.5,9:18 AM,18743.7,63.79999999999927
944,Long,2022-12-05,3:16 PM,18696.0,9:18 AM,18667.55,-28.450000000000728
945,Long,2022-12-06,3:16 PM,18709.35,9:18 AM,18609.5,-99.84999999999854
946,Long,2022-12-07,3:16 PM,18644.25,9:18 AM,18631.55,-12.700000000000728
947,Short,2022-12-08,3:16 PM,18553.6,9:18 AM,18553.4,0.19999999999708962
948,Long,2022-12-09,3:16 PM,18614.25,9:18 AM,18654.35,40.099999999998545
949,Long,2022-12-12,3:16 PM,18508.1,9:18 AM,18369.0,-139.09999999999854
950,Long,2022-12-13,3:16 PM,18508.45,9:18 AM,18539.0,30.549999999999272
951,Long,2022-12-14,3:16 PM,18602.9,9:18 AM,18653.15,50.25
952,Long,2022-12-15,3:16 PM,18668.5,9:18 AM,18635.95,-32.54999999999927
953,Short,2022-12-16,3:16 PM,18401.45,9:18 AM,18321.65,79.79999999999927
954,Short,2022-12-19,3:16 PM,18257.35,9:18 AM,18250.65,6.69999999999709
955,Long,2022-12-20,3:16 PM,18423.65,9:18 AM,18314.1,-109.55000000000291
956,Long,2022-12-21,3:16 PM,18399.15,9:18 AM,18453.45,54.29999999999927
957,Short,2022-12-22,3:16 PM,18195.05,9:18 AM,18268.2,-73.15000000000146
958,Long,2022-12-23,3:16 PM,18132.15,9:18 AM,18025.35,-106.80000000000291
959,Short,2022-12-26,3:16 PM,17809.35,9:18 AM,17810.85,-1.5
960,Short,2022-12-27,3:16 PM,18008.8,9:18 AM,18098.15,-89.35000000000218
961,Long,2022-12-28,3:16 PM,18139.45,9:18 AM,18091.35,-48.10000000000218
962,Short,2022-12-29,3:16 PM,18124.05,9:18 AM,18037.9,86.14999999999782
963,Long,2022-12-30,3:16 PM,18191.55,9:18 AM,18219.65,28.100000000002183
964,Short,2023-01-02,3:16 PM,18096.0,9:18 AM,18140.55,-44.54999999999927
965,Long,2023-01-03,3:16 PM,18197.35,9:18 AM,18169.05,-28.299999999999272
966,Long,2023-01-04,3:16 PM,18236.05,9:18 AM,18208.25,-27.799999999999272
967,Short,2023-01-05,3:16 PM,18045.9,9:18 AM,18068.6,-22.69999999999709
968,Long,2023-01-06,3:16 PM,18000.65,9:18 AM,17989.25,-11.400000000001455
969,Long,2023-01-09,3:16 PM,17869.9,9:18 AM,17958.5,88.59999999999854
970,Long,2023-01-10,3:16 PM,18112.95,9:18 AM,18050.0,-62.95000000000073
971,Long,2023-01-11,3:16 PM,17923.1,9:18 AM,17877.1,-46.0
972,Short,2023-01-12,3:16 PM,17893.2,9:18 AM,17919.5,-26.299999999999272
973,Long,2023-01-13,3:16 PM,17859.2,9:18 AM,17817.55,-41.650000000001455
974,Long,2023-01-16,3:16 PM,17952.3,9:18 AM,18036.2,83.90000000000146
975,Long,2023-01-17,3:16 PM,17895.6,9:18 AM,17893.2,-2.399999999997817
976,Long,2023-01-18,3:16 PM,18057.65,9:18 AM,18070.3,12.649999999997817
977,Short,2023-01-19,3:16 PM,18157.8,9:18 AM,18124.9,32.89999999999782
978,Short,2023-01-20,3:16 PM,18105.3,9:18 AM,18102.1,3.2000000000007276
979,Short,2023-01-23,3:16 PM,18029.2,9:18 AM,18110.5,-81.29999999999927
980,Long,2023-01-24,3:16 PM,18123.75,9:18 AM,18168.05,44.29999999999927
981,Long,2023-01-25,3:16 PM,18121.1,9:18 AM,18073.0,-48.099999999998545
982,Long,2023-01-27,3:16 PM,17895.3,9:18 AM,17757.2,-138.09999999999854
983,Long,2023-01-30,3:16 PM,17617.5,9:18 AM,17459.6,-157.90000000000146
984,Long,2023-01-31,3:16 PM,17641.85,9:18 AM,17669.15,27.30000000000291
985,Long,2023-02-01,3:16 PM,17676.1,9:18 AM,17769.5,93.40000000000146
986,Long,2023-02-02,3:16 PM,17653.3,9:18 AM,17468.4,-184.89999999999782
987,Long,2023-02-03,3:16 PM,17606.7,9:18 AM,17699.45,92.75
988,Long,2023-02-06,3:16 PM,17859.95,9:18 AM,17789.45,-70.5
989,Long,2023-02-07,3:16 PM,17758.5,9:18 AM,17787.5,29.0
990,Short,2023-02-08,3:16 PM,17716.0,9:18 AM,17790.3,-74.29999999999927
991,Short,2023-02-09,3:16 PM,17870.4,9:18 AM,17847.05,23.350000000002183
992,Long,2023-02-10,3:16 PM,17896.4,9:18 AM,17851.2,-45.20000000000073
993,Long,2023-02-13,3:16 PM,17860.6,9:18 AM,17859.15,-1.4499999999970896
994,Short,2023-02-14,3:16 PM,17764.95,9:18 AM,17814.0,-49.04999999999927
995,Short,2023-02-15,3:16 PM,17925.45,9:18 AM,17897.1,28.350000000002183
996,Long,2023-02-16,3:16 PM,18016.2,9:18 AM,18098.85,82.64999999999782
997,Short,2023-02-17,3:16 PM,18034.65,9:18 AM,17958.65,76.0
998,Long,2023-02-20,3:16 PM,17946.9,9:18 AM,17942.95,-3.9500000000007276
999,Long,2023-02-21,3:16 PM,17845.05,9:18 AM,17866.1,21.049999999999272
1000,Short,2023-02-22,3:16 PM,17818.25,9:18 AM,17744.7,73.54999999999927
1001,Short,2023-02-23,3:16 PM,17555.8,9:18 AM,17549.6,6.200000000000728
1002,Short,2023-02-24,3:16 PM,17500.35,9:18 AM,17581.3,-80.95000000000073
1003,Long,2023-02-27,3:16 PM,17468.35,9:18 AM,17370.2,-98.14999999999782
1004,Long,2023-02-28,3:16 PM,17397.9,9:18 AM,17394.45,-3.4500000000007276
1005,Long,2023-03-01,3:16 PM,17307.7,9:18 AM,17388.95,81.25
1006,Short,2023-03-02,3:16 PM,17449.3,9:18 AM,17435.9,13.399999999997817
1007,Short,2023-03-03,3:16 PM,17321.95,9:18 AM,17452.3,-130.34999999999854
1008,Short,2023-03-06,3:16 PM,17596.75,9:18 AM,17723.9,-127.15000000000146
1009,Short,2023-03-08,3:16 PM,17706.9,9:18 AM,17635.3,71.60000000000218
1010,Long,2023-03-09,3:16 PM,17754.65,9:18 AM,17760.45,5.799999999999272
1011,Short,2023-03-10,3:16 PM,17582.65,9:18 AM,17386.65,196.0
1012,Long,2023-03-13,3:16 PM,17412.55,9:18 AM,17482.1,69.54999999999927
1013,Long,2023-03-14,3:16 PM,17152.35,9:18 AM,17176.2,23.850000000002183
1014,Long,2023-03-15,3:16 PM,17048.35,9:18 AM,17197.1,148.75
1015,Short,2023-03-16,3:16 PM,16951.95,9:18 AM,16946.2,5.75
1016,Short,2023-03-17,3:16 PM,16986.75,9:18 AM,17109.2,-122.45000000000073
1017,Long,2023-03-20,3:16 PM,17114.15,9:18 AM,16973.4,-140.75
1018,Long,2023-03-21,3:16 PM,16995.7,9:18 AM,17056.7,61.0
1019,Short,2023-03-22,3:16 PM,17108.8,9:18 AM,17205.1,-96.29999999999927
1020,Long,2023-03-23,3:16 PM,17153.25,9:18 AM,17073.3,-79.95000000000073
1021,Short,2023-03-24,3:16 PM,17066.0,9:18 AM,17103.1,-37.099999999998545
1022,Short,2023-03-27,3:16 PM,16945.85,9:18 AM,16963.6,-17.75
1023,Short,2023-03-28,3:16 PM,16969.85,9:18 AM,17027.2,-57.35000000000218
1024,Short,2023-03-29,3:16 PM,16950.75,9:18 AM,17014.0,-63.25
1025,Long,2023-03-31,3:16 PM,17090.7,9:18 AM,17256.75,166.04999999999927
1026,Short,2023-04-03,3:16 PM,17355.95,9:18 AM,17390.85,-34.89999999999782
1027,Long,2023-04-05,3:16 PM,17405.85,9:18 AM,17439.15,33.30000000000291
1028,Long,2023-04-06,3:16 PM,17554.0,9:18 AM,17513.8,-40.20000000000073
1029,Short,2023-04-10,3:16 PM,17598.4,9:18 AM,17637.9,-39.5
1030,Short,2023-04-11,3:16 PM,17625.05,9:18 AM,17678.0,-52.95000000000073
1031,Long,2023-04-12,3:16 PM,17729.55,9:18 AM,17734.3,4.75
1032,Long,2023-04-13,3:16 PM,17815.7,9:18 AM,17792.15,-23.549999999999272
1033,Long,2023-04-17,3:16 PM,17834.35,9:18 AM,17679.4,-154.9499999999971
1034,Long,2023-04-18,3:16 PM,17714.4,9:18 AM,17737.45,23.049999999999272
1035,Short,2023-04-19,3:16 PM,17657.9,9:18 AM,17649.35,8.55000000000291
1036,Long,2023-04-20,3:16 PM,17620.0,9:18 AM,17653.65,33.650000000001455
1037,Long,2023-04-21,3:16 PM,17631.1,9:18 AM,17652.05,20.950000000000728
1038,Long,2023-04-24,3:16 PM,17622.95,9:18 AM,17661.2,38.25
1039,Long,2023-04-25,3:16 PM,17743.95,9:18 AM,17737.85,-6.100000000002183
1040,Short,2023-04-26,3:16 PM,17768.25,9:18 AM,17755.2,13.049999999999272
1041,Long,2023-04-27,3:16 PM,17818.15,9:18 AM,17807.85,-10.30000000000291
1042,Long,2023-04-28,3:16 PM,17919.85,9:18 AM,17935.55,15.700000000000728
1043,Long,2023-05-02,3:16 PM,18070.7,9:18 AM,18141.95,71.25
1044,Short,2023-05-03,3:16 PM,18133.65,9:18 AM,18076.5,57.150000000001455
1045,Long,2023-05-04,3:16 PM,18092.0,9:18 AM,18111.1,19.099999999998545
1046,Long,2023-05-05,3:16 PM,18258.1,9:18 AM,18153.35,-104.75
1047,Short,2023-05-08,3:16 PM,18072.05,9:18 AM,18159.95,-87.90000000000146
1048,Short,2023-05-09,3:16 PM,18262.55,9:18 AM,18306.1,-43.54999999999927
1049,Long,2023-05-10,3:16 PM,18260.7,9:18 AM,18317.45,56.75
1050,Long,2023-05-11,3:16 PM,18318.55,9:18 AM,18328.15,9.600000000002183
1051,Short,2023-05-12,3:16 PM,18296.4,9:18 AM,18258.75,37.650000000001455
1052,Short,2023-05-15,3:16 PM,18312.4,9:18 AM,18352.85,-40.44999999999709
1053,Short,2023-05-16,3:16 PM,18389.25,9:18 AM,18400.55,-11.299999999999272
1054,Short,2023-05-17,3:16 PM,18283.55,9:18 AM,18271.15,12.399999999997817
1055,Long,2023-05-18,3:16 PM,18191.05,9:18 AM,18269.8,78.75
1056,Short,2023-05-19,3:16 PM,18126.5,9:18 AM,18145.85,-19.349999999998545
1057,Long,2023-05-22,3:16 PM,18209.65,9:18 AM,18194.2,-15.450000000000728
1058,Short,2023-05-23,3:16 PM,18316.05,9:18 AM,18379.25,-63.20000000000073
